id,name,name2,name_temp,price_min,name_staging,price_market,name_proposed,price_proposed,name_alternative,description_range_0,description_range_1,description_range_2,description_range_3,description_range_4,description_range_5,description_range_6,description_range_7,description_range_8,description_range_9,description_range_10,description_range_11,description_range_12,description_range_13,description_range_14,description_range_15,staging_info_part_1_chunk,staging_info_part_2_chunk,staging_info_part_3_chunk,staging_info_part_4_chunk,staging_info_part_5_chunk
829,proper square,chalky hotel,proper square28308,488,chalky-hotel,405,proper square_Final,467,chalky-hotel_Alt,Ka2TUCwMYHuVAOI,vlIPcfj99kBlbZBVWYJZn,SyBgr,UeAwENzCsjsRZ,YmKk01FQD3EexmmEeEPnfjXKSdyBc,Q2cvnq1OiMk4Uvf461NZ2Xz,tb0JHFieVNlnXEFKC8fi6T3kMG,D4bFrh2kj,HgnXK4fce5EGWxy1tFeFkzB0cS6,4HnJfBs3Xb,HvlDtP8st5,sBKCOEf54IQ7iJb6QRD3,SFhzUdo8ux,uNJzgKsofFMCuOUBdBsczt,i5XJwWY52yCbFO,hMOHP3q,<blank>,<blank>,<blank>,<blank>,<blank>
830,central orchestrator,intricate amarone,central orchestrator258866,547,intricate-amarone,473,central orchestrator_Final,1537,intricate-amarone_Alt,D60dfNadivCoC455vZg3GtqqNYngN,bR46wXS2UFUq,hVbh9uqV5wkcrln,mjxXKYdQmcHI7MNcpTUckAKVQdQe5,XRaUbRuRNgEtoyvuAcY,Q6fMMBWCQeDLWt4jcDkzHW1HA18eL,IHsK52dUF5lZCDQS2N7VYXC,jhT4IymhtVusgSv,HTb4NVwKIAHrskJfo,OMBtfi4ubZztctkN0u3hBM34gXjgA,q2xdqhC0aykTWGtji,w6XcfqCA0dkN3i4h,bYUFuvBmVsE8jIry2Byi2r,Lge0Nm6koUonENN91YU,XIFzWycWjHQCz1h1rn,a04RUMap1pxPtkEEtE4Q,<blank>,<blank>,<blank>,<blank>,<blank>
831,weathered plain,meek view,weathered plain217148,1739,meek-view,1662,weathered plain_Final,2182,meek-view_Alt,55yzEF6L1rzHkD0lCUMVBqIHO,CM9wwA9NfNp1kSJNPypiSIoOAld3U,43QUPS3P,Paxgn4TLYvgGiO1WdPrX,aNXlm3Rzub7kICCuE,fPiJXlHd7,9JWobfohWB6WgibuatngiT,8wvVbyNd1pNEOvPgyskr,ivfYpgj8CyK,eXyawodfbwEMaQPgWlmbAbtZ9DfYg,Y78MRmNkB8L5zk1vBtAwJfW,1sj1n7rZGB6ZybUFG,offhL5qOtMlc7e,Bxo20Xf6jmJbvwfl2a9l,yi1WgMitRZMd7kgkfjeJt1wF,zRS3wCeZ0SuQyd3Y2j5dk,<blank>,<blank>,<blank>,<blank>,<blank>
832,booming hill,adagio shader,booming hill260972,1012,adagio-shader,996,booming hill_Final,1361,adagio-shader_Alt,YNBiEupnSAAEbQhtNYvbVJ3,Lt1qbQF7b4StGmZmVYTjHQGrrbD,HKHsU366ZEjM8GHZ9guMZW,4UiPhFgXlVjcySv9AihJ7H,VSNP9G,Kl6S6KlaUGury3zIy,O5r1UzzrKbm6XYhOevBisY4,Hby2Jn8Ca168u,JelYOCmtx,gm9HZ,2kQ2bwwxC,UseWiEV3d5O6AuCf,yCn4mMzZ4I3G49,weGyM6PhPD0R6JIkGJzn3kdSA,eUNp530pl,McGi0hc4l87mX,<blank>,<blank>,<blank>,<blank>,<blank>
833,radioactive basis,fixed coot,radioactive basis101004,1286,fixed-coot,1256,radioactive basis_Final,2162,fixed-coot_Alt,CIRSaRB0xe56NWC,56cK106eBOIE2,hvVXK2t7RdZb7YG9L,8BaKTCTEmZpRLoTp2dXbe70Cbap,fxpP0gWX4oBVJs40WiGx,wfPDLnLO,HZPmoQXlzIEW,y0E1BbvVYKiKmNk76iFMB4lLmfobg,IIarSH,iYMJdmkh,DLYSay8DGrN,7Z1mxHd6r3v0IkDSV7gP81d1,JtgPsmAVKF3lBlfcAw3NiZX9,1NrZIzaeR,JVTHFMkX47CT3oZneVCR6o4lc6,OphFLWHS8F,<blank>,<blank>,<blank>,<blank>,<blank>
834,cream noodle,wicker dingo,cream noodle283970,542,wicker-dingo,542,cream noodle_Final,661,wicker-dingo_Alt,GqjO5m,fyRgj0kXFuhnrYx,BYE24ThYlgdOEMdb,Y5AtapelXX6gr8HKUgS5Nom,VZnIEPdUZlGDqbdPjyX7BxZ,TivFUzZkv5qNSLwyOB9EX,anjbY53Y3OetkclVJYEZaCMHIRhU8,ByZrKTHFFt3iQafzcZIE8C,xUujh0R0ICFesHb6VihzAHQK1F,X5H4NxaxALYeTBY340mp4g49kpWbJ,AXIlr0ZJcdJBbJV0pXoHKX99TOTuw,5GNEgvwANSo9uIsSi2GL4,OpKIoewsFPoJ7hGghdQm6zU,51pfV,fMGjHcwrjW,CqN75kq2O,<blank>,<blank>,<blank>,<blank>,<blank>
835,diachronic chicken,radioactive depot,diachronic chicken218628,1645,radioactive-depot,1611,diachronic chicken_Final,2403,radioactive-depot_Alt,iziikJdej1SarFI9,8v1W79OXAzYK,vo5CbxxEFOszX0no,9Du1DncOq5gUvjl,uBMfKIadN8dq58Pd,0QYeoW,MwkA9,9JdO2WGgLQcb,jEeesVupNpCgbOiCrltBNB8ofif,JffzESLpH86K9MV7TXYH2MJA8HN,OaXbMYfw8AlZy34f52yTVUrw3S,2zwc6zURfFZIBzrOS5of52,lwDmLQOkBObLBW,L6HPrnHx2gmvFySaC,BNUtl6wDlta,9sfTr,<blank>,<blank>,<blank>,<blank>,<blank>
836,grave breezeway,energetic spot,grave breezeway160213,487,energetic-spot,461,grave breezeway_Final,1048,energetic-spot_Alt,MCFTPd3uOro1AELfjIANgombY0T4,uYS8Jm2cWsVHOD6m45KwR8aZRb18,LudPO0GyFK33o3J6fyqToF4,7rxiNqHRh,ZAFUIfjfLSXuKthjfeAgvJs,5F3Ecg50u9Fq7vBgHS5yrwcz,hFUEfZtdlYs,sobFSkQl6Lg9OaGO77fE900D7vk,Pb97We5vxqhLK6XtA215WSXD,diOtAo4RoIx0ucgHy,fC85MewRLTBt9Md73Rc9dYgTGN9,jMdekaPWiPv,c7qUM6mCi,W8PshvcFRw6LWhYss0SZudP,AJIjlPCM,EHZYZXVKO5nLHr,<blank>,<blank>,<blank>,<blank>,<blank>
837,recent gold,naive font,recent gold167724,679,naive-font,656,recent gold_Final,891,naive-font_Alt,8PcDQrQ7eIHlto3YL4Q,QM27ZETpUmt9yJQ1z2,k5OtCvTPQ7bHPVGXoFkrsPnoe,q1wl6BRLqWpw56S,aPGHL2iJWTEN3mJf04F,XBLUjFktiIpT7fAlfVGv5tu1GV3hEw,kFcsCk0ta,8YY35BfDZ6rLk9,qJ1oF8hQnb6EqZ1d,Ni1I72HXifrUTDGxdrJr3AxCYtDb,HGS9EIxNVUSvgWsf,7lQdua5o094,8albbd8CMMoOf93aVr0K,rE7aZm6dA,SicR4D7fdLPlEAHFu0,vxO1oAxCTwD7XekpPjB,<blank>,<blank>,<blank>,<blank>,<blank>
838,brownian microphone,parallel turntable,brownian microphone343389,645,parallel-turntable,610,brownian microphone_Final,941,parallel-turntable_Alt,goZjIiLqkt91u5PtGVltt,hjazR7rnbezxidRAP5P1tqcrnFERv1,JYhMJXDSH0Z3VomWYD6x,o4LQVqLFHB5ZvzVV1raJ7a8Whu1Q,yCrbtHD6SQtY16,olrggFYukkUj3IjN9AYVi,FoMbWjc7JI,5NjwFG9cmjUxJ9a,IHpyrCHFRvLgQvGdK,wqnR5Parwk3oCRCWz3yQn0Jj,WYNWZzVzNnmOJMOVMIr78PgQx,4O9WN7txztlpaVHqzyqnTd6KmKgtcJ,eXEbAGLnjLM86uJRnnu,CEsIoSHIt,mOaaEXM5xuytVvxsh4wwEfPqFiNUio,YUjROMl6YLEab,<blank>,<blank>,<blank>,<blank>,<blank>
839,graceful logo,diachronic pan,graceful logo198970,927,diachronic-pan,834,graceful logo_Final,1640,diachronic-pan_Alt,2mLXxegEyXgzAD1UL,ipwCIlTaQlMZ7oIxvz4b,DGkFZ,4K58hDoy3vNJAl7fK9QsStcmpgZU,BG1b8ISIacSYqau3mM,kIAigAmrcaVwKInZrV0nKOPAi,4OUqhOLwRnGpGjO4PKjptl,iVVQGpqCZ2W4G2C,GMo9BYJvYrT3MNDyywleP4hTLY,cW6bX9yCqeWJlTBGi6Y2WdsIGGgVN,Pcrh5kF0wRSi5Z8qCpYu0dbC3P,2D4cpRXbrsMRJFcW6,NuNQL7dVA,kbIpI6EkyVytwWG,SzmlQaP0OrJ43KKL0UXVMU1u,6LIFzak4ZJBvKpHHJ3x,<blank>,<blank>,<blank>,<blank>,<blank>
840,wooden vein,slim inventory,wooden vein147398,1400,slim-inventory,1373,wooden vein_Final,2184,slim-inventory_Alt,KLrxFzD42YR2m0SFe,u8QmP6fSoMfWUxs9Y,mlgu2cx82LmcQWlwN9tExZlIzdIj6Z,1TEKQ4PnoqIqOb1lC9VsnwSHT5q8K,eqxnD7DgKhqyzaDxzTJJ2IZ,DeD2h,Zt9PTxVjdi,MZYZHT,Wd4WiVcMrzNIk7bsF,rkJkyEdkn9XR1iAYzfF6gWl4v6F,svhDeLu,Bb9iVfmMU8gpgjzNm,AjGIG70qTAwlsNUaqNEKz0,W7Ve7PX,7Bdcv,jiTTajawsuj0u,<blank>,<blank>,<blank>,<blank>,<blank>
841,immediate entropy,mad calico,immediate entropy71020,176,mad-calico,79,immediate entropy_Final,848,mad-calico_Alt,2CXlP4K7UkBfwbENftXfSQWzTVAA5,GeDcjorcuCBYeht1s,vnh7dEQKCYfkp3iLC4nj7g8M3p,T4bgs6IlpaQwsseZ4bLd,tGAvUEoN5p2NMjGI2LisbvG,SaNXnnC2iDvIY,f7O4sZtEuL5G44LFS1pYVZ0zILyd,D2wOnUWSxCSfv43,zrNtUOdRIrC79Z1lysCIVNoDT,K23OfQm8VsqlPXDHR0s14Q,y2eeUvIr7,8I0OBrjOcb,77t6XPwsN4K5iYIkjQhFesYJ,PaZ97G,dJCmOhMRuQxlOi,okTtbttOVr6ilyScwUxkc2,<blank>,<blank>,<blank>,<blank>,<blank>
842,primordial kettle,frosty contract,primordial kettle291164,1969,frosty-contract,1963,primordial kettle_Final,2085,frosty-contract_Alt,6oxL9RyczGRb1IUvXZJrOs,RNRT0z30fAGUXv98xvpfo5HK,QApx8vibH,RxS27MqYKQzKA1GnW3F5,xYlQN8xMq5uOWT6YPE,l8W8AvR0u1zGxCY3o0Ud,KLaZNOsJXaoppAapPewjZnjwtZv,BwCpNiedrqeAOgabHwl6vZU,ktMTAVFBHWmCseL366,nGqzeopd6JOMT4j,CO4YNXWHLxHrahCA2NUPtSvtIf,FdGZTncDxrp,34DsQU8SkrFclX2qcT57,BpKSDEMEgDz,lpswADMkn3YMY,l4XVd52Z57ozuNr5P,<blank>,<blank>,<blank>,<blank>,<blank>
843,fundamental buffet,religious loser,fundamental buffet292904,492,religious-loser,475,fundamental buffet_Final,1305,religious-loser_Alt,nR3CfAznjNvCeJm3n28RxDKbZe,rJ54jbfZp,pqjyj0WxJ5AKLvYwXKR3OcimPWtD,wYIzKyuQVbkY6y,smVl7fKNw1bz,ajpuB6undE8SHbn,IGWuIy8G,9CjbrxOB5QDrztc0n,oXr61CliKt2Hm7s3vyAx4WU7R,JOwTWXYvA,FC4GScJwBbpPqdkcUm2XYcw8,yKxwzesjRsF7Ex,FOnUEiN,hnwmz01,SXCPNLqspeEwB,98vjy5bN3SxLwfug53mS,<blank>,<blank>,<blank>,<blank>,<blank>
844,chalky waffle,bent pressure,chalky waffle136846,1088,bent-pressure,999,chalky waffle_Final,1285,bent-pressure_Alt,KCXeqy3fsW9Mzzwhnb4Xm,8Ty6xteHhVXEDak7jA1t,xjJayc8GB2nDrFSTfQ9nUuTSBwHqA,i6qpIkvEMcOKOQNKq72G,5IeTgTLQYKwiPPpO,VfS9VAem8vKJPBvYD6dgZ0Zo,zP4DwNEIjfn,KSVzK,EzKm5A3ykiHTAQ,aZGtjVCTrBetSemDf,Ndyp9W,TOkblJLykLO3Ml52dSZv3a61,ihfZXDnJjjwSHZCWOPO2ywlcUp,cGzAfPfYGc1yyoZGm,5B48Yse28s,OxMr1we1oSu6BSuKzfeLvNLchIvtRZ,<blank>,<blank>,<blank>,<blank>,<blank>
845,noisy fish,fancy surface,noisy fish387541,251,fancy-surface,196,noisy fish_Final,1234,fancy-surface_Alt,sOCwJ54eU6TyIxI,eOKttL2Vh3ltC7ZOMjZMV01s,DnFHG,wkPav6Y9R,QH0Uhq1Wf98wkWgFEZ4,LX3jLPTCbC28G,faehPsU7bGK9Bgi,44NEVMU73uuhx2twQnxPOv3fbP,kmjSeekHX6d,60rF9nHExomuMCLxjqonBy2czkHY,BRbk1bL5wA8,vNl7pgTrr,wEzcPMhqDblGZuHEKkdTrw,miOlR53pb9kCjTiW3BLQ3I03fU8Eh,0XlGspCG8yTCJ,lbN2qxOMaIA,<blank>,<blank>,<blank>,<blank>,<blank>
846,foggy archipelago,espressivo bagel,foggy archipelago296062,1176,espressivo-bagel,1128,foggy archipelago_Final,1349,espressivo-bagel_Alt,FmdUTSl,9FeGkDR,BejuEBU3ma9Q,95BVVJp,GoAE9A,tbRwwcDWHatV0b7ZzOYeX,A6khMoBcfCq,IldKXe2QJqjycLxpqTqFe2616opd,7z2DVcpUaNGgqKfiqSDj,72wtH54jocsTmasVmQaZcs93hUdkNC,AxeRx1r5vvh1vTgyVFBpW,nmv0U4fNb7Kc27WQKL0WiYuO6Qf,ALmc74u83,vuXCZuUzKSLJry2z,6CXxUYfqy1ziO6ITmA7Nsf,G2kJmkcVCsmTtIUAYiZ,<blank>,<blank>,<blank>,<blank>,<blank>
847,coherent truss,bounded runway,coherent truss127597,178,bounded-runway,102,coherent truss_Final,870,bounded-runway_Alt,g62OtZnjCsuvO9vYT,3PvmYenE7de3mv8wBX5Ud5OME,vzrkpsQEIu6bOPepqN1JSdPZw9r024,yEA0vUJ87zlmG418KCNONahLB,5BjVEpwdr6OYUsNBb3IEm,OBT5z8vAJPViz8QEHP8,XIELZiPMZ0uftdXQ9T7tk,mnJa5xjKc25vZdOJhBc,ZHO0uYN,w6jnmsiT3Lteyfgh,MQCCM6LnyhAPzUXnzTU6B9Gp,QnhWHsZsuJhBgvdz5xUgNuE,iumtyvzzko6yfPJheblJ,AJwWFh0Xj6iPLTNvka,C2bPHAOl1lkFcl,ODuth20AMlC1yriEM11e,<blank>,<blank>,<blank>,<blank>,<blank>
848,perpendicular quasar,golden sky,perpendicular quasar341804,502,golden-sky,434,perpendicular quasar_Final,983,golden-sky_Alt,yKfi9zAgb7BG0UZxSzQNZr,GXiEG21fyKlDs,eN903oWuwuPwwAhkyVfL2TLGVMKo,O6HJ1BRxMeLFeXqDyDqp1BZh,q3K11HbYpwW9s,zajaOn,JgmDjQIfi5iIiIJOjKoanWOU9tWu,bPPyrW,8IAMhcGWTz6YO,hKmZRR07b6oIQn3TiXWoCM5,It5UrRfgBa1zBspGyWXdaQHY9dQlUX,wLWekQvzQQ2kYd3n26ykl8mOu8Ka,A1OmPCU8qnO7qG6aqzwXHbX,OBJuMgA,wGi8lYyaE8CGbhTzqk0W3n89,1qiE4p2k1BJERsPa,<blank>,<blank>,<blank>,<blank>,<blank>
849,furious castle,immense sprite,furious castle276290,1508,immense-sprite,1471,furious castle_Final,1834,immense-sprite_Alt,bW245,DOaF9BSOwf8hLUcb,B4lruRBGd5xD,jZbPtzFcWa5GjmkfRAXoF,I9FRJlTJHqPs6j7n,fP8eKFBs4HdDeUe,UI1dYZ4wxcBTnglzzLs1M,AJrUYymfosmb1mnJ9TCYEeUF,zljis3,sHE2BpAtbNem0H,jNNYBYdFi2fsxKoWx9evC9,w1NtRtMDGm,qIt9UO7G5OQR,0Zj2almgqDOSt,9XZEQrFK55b,tOWiX,<blank>,<blank>,<blank>,<blank>,<blank>
850,bisque brush,slim sledder,bisque brush196888,1454,slim-sledder,1400,bisque brush_Final,2443,slim-sledder_Alt,TdyCG,s3riSxj5,iKU3waju4GWaFX,1c4mFZu7SIOEZWQfgvkTnRog7mT1Bj,66DWw9XJP7S,BxBnrk5,iUnDawdbgk,1KE6lk7yIgU,aE5SXtxI6GUdxJ0LfmsLZ2,mEl4ZB2VkIETjgZ7piXA9gwS,4jZfCJUMtvq1,pVbuBfPfFjr23lDDN1f,Ff1eEXyVTQz0qKsFei,0S4dqxl0hVAxu,xab2bze0pJUmBl7lEyHbLBQ3jceZd,MQaX8Vl,<blank>,<blank>,<blank>,<blank>,<blank>
851,salmon monastery,sunny diction,salmon monastery311304,937,sunny-diction,880,salmon monastery_Final,936,sunny-diction_Alt,b6d7fADIBuSpESAKNa9pyF,D7igCbB53SawEvmF1jPlJkR,pcZKcJvulKzzfpddhORDjtL0P7Xb8m,l3GkEB97bAdV1BBMzP,A0GUnuhdG2p58nG3DRl,0Dh39WFNjLiUWCUE8Pj4o1FBmFD7R,3G64OfpWPW4C5keKWk1kb,CYJnY2Q6T,Y51c0ijaC1enElhzY5PZ6dYqRmkTFT,LpH5ovVcZ,I8kiz,pUZljmmt4JZad6PIzgD,UZrBFnZXm6L5,jTfWrVvza1xrCsJk,3TkDxz6lSKXk5P4TxxNH,pjalUJ0CSroJXUQu2GQ4q,<blank>,<blank>,<blank>,<blank>,<blank>
852,principal clone,relaxed cash,principal clone206684,1186,relaxed-cash,1093,principal clone_Final,1339,relaxed-cash_Alt,FHCYoPvvSb4gSqXQeXhHFIfC,AXxxqgN8i,FVgbU8Cy3PkvYoZtU9k1t1,Hw0bdg24Wk5fPGtV7nfde7cPoAE,AtIPzleTyKVWcrVmavxgIqNn0pCNp,mrO8Qsop2uLQ1iB,ThSDFfoXW90ej,H9HkpgRg7e,HMy3RfmL4wbqvx1,NIYx2KNUCo1hnloCOELWB6by,q2s6JwOJfqqmhIZiAi,yOt4d6oreahFQk9,DfaqnBGE,QBWlFq6DXbsmtvh6,meYF8x9yAoZsnB63Cq1,9wWDUl9RJ,<blank>,<blank>,<blank>,<blank>,<blank>
853,denim shrine,pure catalyst,denim shrine41873,1064,pure-catalyst,1064,denim shrine_Final,1389,pure-catalyst_Alt,SAKeTeRU,xd85D9rzK3N8,J0aFdA9,qoOcXjvWekxcSjBdqZU5NfnIQ90e,O8LSJqLXTCHLs05gXkz5goOD9,iQrY09Osfi94HqHjLu0S8vfe9GIWd,iQrYDAvTiHXeJQlZ,kw8UXjQCYBdlAwLV3BWcCgITEu2,BiGps98FW3JcmjotkrKbdux,a6OBjL5C6EhDxqLJ2jZ3mf4P,KubJ9KY7YNjm,p8HHH4Oo6tioy3,OcfBzAmds6cKYvRrni3OaPFUSWxg7R,sLPNFR,JoRb8fhvnGtd8w,gbctxutwP,<blank>,<blank>,<blank>,<blank>,<blank>
854,blocking tabby,lively staging,blocking tabby185183,1478,lively-staging,1404,blocking tabby_Final,1642,lively-staging_Alt,LJvj8i2c6dQxrM5fJOgwLQxQ86,9B8CtpjLG4a,WL3Em4ZWN,vGkYyu8q,kPqPPqe5DW4G2KaS,JtB0QlRgH,1dN6NvRdRD7P9dYcJ8MUMyKX,M5TBrDmf,48KrTDz,53QBHHZ,C9tmpwq4JzKu3n3gU,mWSRHodojaOTDL,01fpKBfuGo4BjRoZMy5,3uMtFoEXlgmhzbQ,nyX3tPmLYGZSgcxFLcc,QSiHNyaKDbonJEti,<blank>,<blank>,<blank>,<blank>,<blank>
855,regular scenario,ragged shoal,regular scenario46208,1425,ragged-shoal,1328,regular scenario_Final,1676,ragged-shoal_Alt,QeppMyGGOooZEhzS6sa0w,r5Ddh9aZXMIw,S2ZiVeP4hGdYmqmd9fQSLaeJu,nXh5keFjW5hYQ1bfWBR,vuV2rM33eoyZz6AcIcSDcw,yWtrYrJ06kXcS,eLOpnBbiP3SXbumk,0x66DoTL,4V62jrlalg0AulMIm0kafcb0kf8o0Y,UAz0cfV5fwl,3GHjJUajJCDzPgDH0S6dqbxG,AP77qGdI2rUK2D3WW,eME2o,9Kl5zXdlmyuqLelOM,AevX1bDT0ozq50znG0Df1q6JmP,MKqhZxJrx,<blank>,<blank>,<blank>,<blank>,<blank>
856,approximate object,generative opacity,approximate object199621,1527,generative-opacity,1437,approximate object_Final,2106,generative-opacity_Alt,RJjWHMguQvhP,jkMn8ezNU6Zf4DfsC0wpYjqc,N5f0fJhU5uUdF4haBdDVuWxo,Wnx1zodXzZIDhOVjVO2zFS8wXyOT,V4RCjk6EcioZdYo74gF1i,fHDgHJt6ZfjGZOojQS6GcGhIHqF,NE5MWuArfrN8oT1sj,97kZWbqUoGPgro2clD6,QW3b6QJQfSnJzxQ,PeO1jzy0UoEhPxM8nkCYxj5Pv78c,I2h8QeIJdfJwv,OPk0kJrWywAvwBnsgKF,ZsEV0753hp2th8EPE1Vp46YerC1,esseW11INIe5UikvpGLgKi4,DshmcAxGNMonSPJsD4wc7x3AG6OV,PlY4qOt,<blank>,<blank>,<blank>,<blank>,<blank>
857,crimson rate,binding orchestrator,crimson rate154373,137,binding-orchestrator,57,crimson rate_Final,132,binding-orchestrator_Alt,I46w9,smXSobsPG,VIQwQVvmimipC5DaQyiIGHAQgko,cybsm0fUxHtVe7Xp86,ZeN4xnkWNDc0NJeKZcnPGMu,B3zRhTFF3p2HFqNJy39bh9,pg2E7sxmmD,KD5TggPPMz2HwT0qbcVY4g3VvZVNT,NJs0P6AVDIqluwB8cHP,sVH7XvDceaR,i07FvnpdPHO8xv,OqM8NAl14uif4K164so6wo8O,gVnrikuyRdFdCdltKzYZPj,oAuIDx8TxeABWrek,hFq844yqSck,dLiP7RRPdskxLsznSdd,3b3Jr,IHdpd,GggZm,9yIHR,oaXMg
858,moderato pug,ecru net,moderato pug90693,910,ecru-net,823,moderato pug_Final,1737,ecru-net_Alt,tukPihmUf8thYk1DFftxY,ucOSYGn1zvv,eCXvW7yDd1MRFwFuuHaR,E2BLkMDUYM1YOc,hpmPb94ly2LrvmwP1VjbYUMCZ2YbJ,Kk5gNMTTKWoS,3GvYVXUli4wR3wYlnc2K9m5gpmk,YOSb5vm0JuYOZo,YxlIKKCJtruuJo,u9P8oVoz78CLQMS,b8Q81Y2JIlfYFg2KfauhliBo,s7GPg6YYUm462,Li0lY8gQeC0j9Jq62rE,eApGAWA8Me3SJwIOVjGRAl,Mg2j3Jd6YR9iivsBZ,Oz1OVi10Ermmf2dzoCqSUOAhz,<blank>,<blank>,<blank>,<blank>,<blank>
859,extended symbol,chartreuse product,extended symbol7910,1195,chartreuse-product,1118,extended symbol_Final,2057,chartreuse-product_Alt,EeOJdZPRW24NPgIHvxie,vuNLzDZ,4GBxvSNtoi,HtXS7HHRpWZKTKHOrgBF1tjJCDkKSl,gUuMmlyYLm7sbynilKOBGcQGSR,fBfHcPbwvhiZWwKaSCyVyv3X,kZLCpZ,ZxGO5z82cWOdd,lKUoUewrg,uskMO99VRvjqWSXIw3pK,7WcKxlgHQ57,gIfdtSKGD6d8ACs5WiJOhH,FWMHPuXI6g3Kk4QiVMRXEuK5,5SASUR5GVsgHQpX8UbBDmxR,35ThpOJILPg5p051Bn9CQYB,lzf7JK,<blank>,<blank>,<blank>,<blank>,<blank>
860,energetic boot,forgiving formatting,energetic boot362395,1807,forgiving-formatting,1784,energetic boot_Final,2468,forgiving-formatting_Alt,gVPJNLuqc2rY7VyxI2BwAxvtVNNh,8TfKn7uUG,Q3XxP5vpN2,NYO8JAVPXNulMITZ8pGSDnY5R0LdWN,3wW6JOizDGvJSRWcSck63LJin,eWQRikGkkUNDOlupAcu,PNYNm03P3Xeg3kGYiDvyEowMf4hz,MbvgBFt,DC7qlF8ny7,RxwThGLp8nWi4ofQ8TL03,nAtPNrDfD3pATXQq6Oz3Bwugld,EMFFUxmTn,FIXpLGLXUn8lj8NMH9zfhaHdYb,8r0ipg5,Gi5j9rztJ,CrC2pwYUkV3MUVLiEXy3nzrr2f9x5,<blank>,<blank>,<blank>,<blank>,<blank>
861,tense headline,average muffin,tense headline97094,1399,average-muffin,1312,tense headline_Final,2259,average-muffin_Alt,xzcHaN2HuiLuz6uieufl,iqgDffPQMmPQsoSQmjVg,FmzsYfQLkrOXN9N9To6o67STF6Yo,cFjVt9cSeu97uV82V13BHjycSOu,cvqQmV0x8esAI4FFPEbR,xdR47a4sw,0XmmFwpX8BT5IBR7R8tGCluJTu0,zjKve,3KRSRHm8GNPJ,S7vzrzKFS9R0Ue0U,1CEs9gfbvmWGPxymwnhB,4UUAdpIEJWuKX,oOFyreD9xXhvBUzhiPBUaSAk,sCsXVPEudJM40B1SVnu2YL19Y,vUXCp,NGPYDhXzTLAisMPaU1AKG0CucXuP,<blank>,<blank>,<blank>,<blank>,<blank>
862,worn hull,collinear retail,worn hull61158,1952,collinear-retail,1909,worn hull_Final,2200,collinear-retail_Alt,TxmeCWYW4,J1HcxBoKHd6U8TlEMCyOc,DUb7uS92pX5,fTYAcV0rAJ0t13zLIJvsLu,9dHPaLwVmqaBxt5cuTUIsI9ygpiZH,Dz9QqdUJM3mzlirUhyrXvG,lQsPvpcLgN,3MoogzKnGMXZB2q5EL8PYQHVsurlsP,oMDjn,ji2W7af9Pt17C,g5Z85xggg8S2oN9Zme8aW,ESjwZYlk5kyd3zEcpg763WJd,ewJ6N4UzabzC2JzuqNGY7PACa,2e1fmeEmCW2Wfau8PzDCGNWWt9wVG,o5GWWj6QDHejHCZDqWgv2,wY8cI49A,<blank>,<blank>,<blank>,<blank>,<blank>
863,chewy converter,icy resonance,chewy converter332729,539,icy-resonance,468,chewy converter_Final,1083,icy-resonance_Alt,9iXqkKE8Fv75T2pCCXHzsmc3IxQr,XijqqvEGcwssRTqtgleWfkRcU24OxN,vmFjqEap0MXalw07sfsdTST,Xtn3PULnxDv32,xdmpB2AVGYa0axeTzw4CT,1vT5NUWwNbu7uTEyVWN7zc0,lzalNKRVT17UEVxm1XgyJE9Nee,roXM8YGHvuUn,whdqZa,CWigjjkPHADcKgx,uvFgXCdpLkI0AEySCIYkFjTSURrmm,vIPwrrjbFPCyuG9r896B498w,mnTIYD,sSGGG7ejeLkI2,Lo0HFtbeZAY,s4Z7mWbKlzApFynyqs4JM02,<blank>,<blank>,<blank>,<blank>,<blank>
864,plain rate,icy projectile,plain rate393524,1800,icy-projectile,1795,plain rate_Final,2275,icy-projectile_Alt,axeqW,nSpGrO7r0zPwGlmLeSjT,ayVv8KWCxB2YGM3jUcAQkamG,DRLTVwGPVXgXkUGQHbqMgqJI,IZyNbxq0i0qBJ8nt9ALSSDR11ru8,SPpSyksT,KnhbRnt,BHmrmc0Pgj6GNrfQhXHj59tU04pl,lrUygX8bYBIPWaUX7sv0pQz9tAHK,7ayKVFcMPV,TAFOhRBCVVwtljCZLuBCiGC57MNMq,alle1l,Tfx4mS0xg9Ua5bM0CtOwC25D30KFi,mTJHXUjjL9a3Di5m2aB0cGKyadn7JO,qygQWmdXYTqawONU5,4LfT05oNX,bW9ud,GguDQ,oNCk1,hbmFn,ZW1lb
865,obvious radiation,wicker flow,obvious radiation514,210,wicker-flow,123,obvious radiation_Final,796,wicker-flow_Alt,EJ79N,mZsJXxwXIy0knPt4w,1hh8xAtd9WTRTI21FKOl7hVNP,7mJoerRGzN5oQdAZrxLfk49BEbMk3,CsAU8R9E0JI,uEZOYvoHiTCkSBJcs,V8C0J,JrVujREBdR7yCzqtdmBeLH5uNi5f3z,VGO0wL,C7Oj5P8JagCNiRhkvUEm5g,FztCwx7RDB7VhimVyj6v,iYb11amgpDLkiuactwi94PCB1SFzN,8RPAznKDnHY1,XTeudt0ZdTuh32W87w9rITnW2J,OiEMd3UT,OexKCW,<blank>,<blank>,<blank>,<blank>,<blank>
